idx,class,conversation_sr
3032,협박 대화,야 너가 이야? 내가 이제부터 말하는 경로로 비행해. 안됩니다. 관제탑이랑 교신도 해야하고 잘못하면 비행기랑 충돌하면 바로 폭발. 내 말 안 지금 당장 비행기 폭파시킬거야 내 말대로 해. 그럼 관제탑 미리 교신하겠습니다. 여기는 비행기 납치중에 있다. 비행 경로를 바꿔주도록 부탁한다 지금 여기 몽골로 고 빨리 전해. 아아. 몽골로 갈 수 있습니까? 빠른답변 부탁드립니다. 현재 몽골에 큰 태풍 예정이라 비행이 어렵다고 야 너 죽고 싶어? 안된다는 말 하지말고 루트를 알아봐. 다른 쪽으로 가는 조짐이라도 면 이 리모컨 ? 이거 누르면 비행기 공중 돼. 하라는 대로 할 테니 좀만 진정해주세요 갑자기 경로 바꾸면 복잡해져서 심란합니다. 한테 명령하지 마 여기서는 나만 명령한다. 왜 다시 회황해? 야 너 죽고싶냐 ? 아니 그게 아니고 괜찮은 경로 찾아서 가는. 좀만 기다려주세요. 오늘 비행기에 승객도 많아서 당황시키면 납니다. 제발
3033,갈취 대화,야 거기 저요? 그래 너말야 니가한 목걸이 비싸보인다. 그 목걸이 내놔봐 이 목걸이 선물 받은거라 안돼요 니 돈주고 산 목걸이도 호각 아닌데 당장 내놔라 목걸이 말고 다른걸 드릴게요. 복 다른건 필요없고 그 목걸이나 내놔 행하 매가 이 목걸이 값 저한테 정말 소중한거에요.
3034,직장 내 괴롭힘 대화,이조금 지금자나? .님 늦은시간에무슨일로. 부장일우리딸아이 취업면접두고 정장을 세탁소에서안찾았나봐 예가그런데 왜저한테전화를.심사어.이대리가 집이 그 안될까랑너가까우니 지금 좀 가서 부장찾아와라세탁물 내님 저지금 가족행사에와있어서 대리하 가면 세탁소요 다음달승진찾으러 엉망되고싶니? 지금 내말무시이따는건가? 대가.그게아니라. 너이런식이면 승진 내? 막을수도있어. 예?부장님 그건안됩니다.용서해주세요 이자식보러가는데보자 나우습게본아니치르게해줄게.
3035,기타 괴롭힘 대화,아 좀 달라 붙지마 왜. 너 다니면 나까지 왕따 당해랑나한테 피해 좀 주지마 우리 친구잖아 친구는 무슨 그냥 너 불쌍해 보여서 없냐 데리뿐 다녀준거야 생각 좀 해라 내가 왜 너 같은 애랑 친구냐 뇌 좀.내가 맛있는것도 많이 사줬잖아까지 맛있는거 사준다고 다 친구냐.웃기네 넌 그냥 돈줄 일고이야
3036,협박 대화,칼 내려 놓으세요 너가 나 무시하고 있잖아 선생님 진정하시고 제 말좀 들어보세요 버릴거야 죄송해요 선생님 그래도 이러시면 안돼요 가 못 할것 같아? 자꾸 이러시면 여기 있는 모두가 위험해져요 팔 하나는 못쓰게 해주겠어 경찰 부르겠습니다 어디 한번 해보시던지
3037,협박 대화,도저히 상황이 안돼서 말씀하신 기간까지 마련하지 못한 점 죄송하게 합니다. 그래서? 내가 무조건 이번달죄송합니다 했잖아. 니말입으로 내뱉은 말 잊었어? 니 목숨바쳐서 일하겠다고 했잖아? 죄송합니다좋은 면목이 없습니다 죄송합니다가 다야? 니자꾸 은 지켜야지. 다음주함부로 놀리면 어떻게 되는지 보여줄게. 네? 그게 무슨. 먼저 말귀를 못알아돼면쳐먹어?따라오라고. 말할 때 . 정말 건데. . 비굴하게 굴면 내가 봐드릴줄 알았어? 형씨 어차피 죽을 까지라고 말 잘듣고 빨리 갑시다. 살려만 주시면 다음주까지는 무슨일이생각있더라도 꼭 가져오겠습니다. 입가 아니라 당장 내일까지 준비안잘릴줄 니 손가락씨발 알아.
3038,협박 대화,혹시 알바 지원하셨던분 맞죠? 이리로 오시면 됩니다 따라와주세요 어. 근데 제가 알고 온 알바랑은 다른데 뭔가 착오가 있으신건 아닌가요? 아 뭐 위험한 일도 아니고 그냥 저기 있는 사람 감시하고 있으면 돼요 네? 저게 무슨짓이에요 사람한테 빨리 풀어주세요 뭐하시는겁니까? 저 사람 살아있는건 맞나요? 그냥 하라는대로 해요 돈은 많이 챙겨드릴게 이런 알바 하면 무슨 일 생길 줄 알고 제가 합니까 그냥 못 본척 할게요 죄송합니다 안녕하 계세요 그렇게는 안되지 니 두 눈으로 똑똑히 본 게 있는데 야 제 죽지 않을정도로 때려서 재워 네 알겠습니다 그니까 그냥 하지 그랬어요. 돈 많이 준다는데 그럼 땡 아닌가 왜 이러세요 하지마세요 왜 이러시냐구요 저 친구한테 여기로 알바 온다고 말하고 왔어요 근데 뭐? 장소야 우리가 움직이면 되는거고 안그래도 선혈이랑 눈? 콩팥정도 필요 했는데 다행이네 죽이지말아주세요 하라는대로 할게요 살려주세요 안죽여 안죽여 눈 없다고 죽는거 아니고 콩팥 하나 없다고 안죽어 눈뜨고 나면 하라는대로 해 돈 많이 줄게
3039,협박 대화,어디냐? 왜? 쌀쌀맞긴 이혼소송 도중에 연락 아들딸 해서 좀 그런데 내 짐 좀 가져가려 하는데 지금 가도 되냐 화물 왜이렇게 재촉해? 내 입을 옷 그런거 다 거기있는데 생각 어떡하라고 지불 그럼 문밖에 내놓을테니 알아서 가져가. 너무한거 아니냐? 문밖에 내놓는게 뭐야 우리 자식 앞으로 그 집에서 어떻게 사는지 안에 좀 봐야지 이제와서 왜 딴소리야. 됐어. 자식 생각 조업 영식 도 좀 하자 밑 아빠노릇은 해야 될 거 아니야? 하. 선 그럼 잠깐이다 지금 현대 와 등 그래 자 여기 짐. 이제 짐도 줬겠다 집 안도 봤겠다 볼 일 없지? 파경 빨리 나가. 웃긴다 정말. 그래 간다 가 물 한잔만 마시고 다 마셨지 빨리 가. 내가 이대로 남아 갈줄 의류 알았냐? 마지막 기회 줄게. 이혼한거 취소해 이 가운데 칼에 백년 찔리기 싫으면. 자식을 위해서라도 다시 부부로 지내자고!! 배색 너 미쳤어? 이 책무 게 뭐하는 짓이야? 당장 놔.
3040,직장 내 괴롭힘 대화,과장님 제가 저번에 빌려드렸던 내일 수 있을까요? 내가 봉이야? 명령질이야 아 죄송합니다. 근데 그게 필요해서요. 내가 언제 빌렸다고 그래? 기억도 안나는데 이러심 안 과장님 뭐가 안돼 부탁드립니다 아니 빌린 이 없다니까 님 정말 이러실겁니까? 너 말로 이럴거야? 생사람 잡지 가서 일이나 해
3041,직장 내 괴롭힘 대화,님 보고서 가져왔습니다. 아 새끼 일처리 진짜 못 하네. 죄송합니다. 다시 해오겠습니다. 당연한 거 아니야? 왜 실수하는거지? 한 번에 똑바로 못하나? 반항하는건가? 시위해 지금 부장님. 제 . 그럼 좀 합시다 이대리. 할 줄 아는게 에 밥 쳐먹는 거 밖에 없나 회사 도움이 .죄송합니다. 더 열심히 일. 아니 이새끼가 자꾸 말꼬리를 잡네. 그냥 닥치고 가서 일 이대리. 승진하기 싫어? 이번에 가 0 받고 싶은가 아닙니다 부장님 죄송합니다. 좀 잘 해주려고 이러지. 그냥 계속 대리해 대리. 너까짓게 좋은 자리가면 내가 볼 것 같아. 한심한 것.
3042,협박 대화,술 가져와. 어제도 마셨잖아요. 그만 마셔요. 술 가져오라면 가져와야지 죽고싶어? 마취총 쏠까? 아니에요. 하지마세요. 마취총 쏴서 기절시킨 다음에 너 죽이는 거 일도 아니야. 왜이래요. 하지 마세요. 지속성 반항하네? 진짜 죽고싶어? 이 집에서 너 하나 죽는다고 누가 알기나 할 것 같아? 술 가져다 주면 되잖아요. 내가 가져다 달라고 했을 때 가져왔어야지. 왜이렇게 말대꾸야? 같이 죽을까? 우리 애도 있는데 어떻게 그런 말을 쉽게 해요. 너랑 나랑 애새끼 다같이 죽으면 그만이지 뭐어때?
3043,갈취 대화,네 연예인 형벌 이정우님 마약물을 하신다는 증거를 입수 했는데요 지금 이거 언론에 퍼뜨리면 이정우님 힘드신거 소장 아시잖아요 무슨 소린지 아시겠죠 당신 누구야 이거 플러스 마취제 어떻게 알았어? 혹시 인류 아우 해킹으로 알았어?! 그러니깐요 서로 서로 피곤해지지 맙시 변 다. 한 10억 원만 반칙 주세요 당신 돈 많이 있잖아요 저 아니면 이거 당장 퍼뜨립니 마리화나 다. 하 진짜 저 한태 왜 이러십니까? 무리 거죽 제가 뭔 죄를 졌다고 그러게 마약을 왜 하십니까? 곡면 이 마약 청정국에 연예인이면 떳떳하게 마약하지 말 것이지 이거 병원에서 잘못 처방받다가 중독된 거라고요 제가 원해서 그런 게 아니에요 아 그건 제 알 바 아니고요 서로 좋게 좋게 넘어가려면 제명 입금이나 하세요
3044,갈취 대화,안녕 친구들 농구공이네. 농구 좀 할 코드 아나봐? 엇. 네. 친한척해라. 농구하다 가는 길이야? 네. 그럼 목 마르겠다. 음료수 마시려고 슈퍼가는 길이지? 네. 근데 형아들도 목이 좀 마르네. 돈 좀 빌릴 수 있을까? 이거 밖에 없어요. 확실해? 센터까서 더 나오면 10원당 한대야. 정말 이거밖에 없어요. 그래. 나중에 형아가 맛있는거 사줄게. 우유 많이 마시고 키 많이 커라 안녕! 네.
3045,협박 대화,야 내가 뭐라 그랬냐. 분명히 가석방 될 거라 하지 않았냐 그제? 아 나 원. 영감이 말이 많네. 시끄러워. 잠 좀 잡시다. 아이고 형님도 참. 우리가 뭔 죄라도 지었어요? 다 같은 국가의 죄인 아닙니꺼? 저 새끼 같은 놈들은 얼른 처 죽어주는게 국가에도 좋겠구만. 명도 기네. 아 나 시방 뭐라 했는교? 내가 진짜 교도소에 있지만 않았어도 흔적도 없이 죽여버렸을거야. 아 나 저 가 입은 달렸다고 털어부러. 너그들 오늘 잠잘때 조심들 하여라. 손모가지 하나씩 사라지거든 후회들 말고. 형님도 참 농담도 지나치시구만요. 어떠대고 형님이라는거여. 니 밥 먹을때도 조심들 혀. 그 안에 뭐가 섞였을지 모르니께. 명들 짧으니 조심들 허라지방. 아따 빨리 조용히 잠 좀 자자니께. 모가지를 틀어야 쓰겄다.
3046,기타 괴롭힘 대화,저기요 네? 아까부터 지켜봤는데 제 이상형이라 번호좀 주세요 남자친구 있어요 에이 동생 거짓말 진짜에요 골키퍼 있다고 골 안들어가나? 골격 아니 됐다고요 친구라도 동생 해요 그럼 싫어요 그만하세요
3047,갈취 대화,야 너 돈 없어요? 저 없어요 에 한대다한테다 내놔라 진짜 있냐 그럼 내일까지 만원 가져와 초등학생 돈 큰 이나중어디있어요 문제집그렇게산다고하고 가져와백원알겠어요 내일 여기에 한시까지 와라 안오면 에 어떻게 되는지 알지? 알겠어요
3048,협박 대화,시킨 일도 못해? 죄송합니다. 죽고 싶으면 죽고 싶다고 말을 해. 아닙니다. 죄송합니다. 딸도 있으면서 이러면 안 되지. 죄송합니다.딸이랑 중에 먼저 사라질지 모르는거야. 잘 . 봐주는 건 이번까지야. 해라. 예 감사합니다.
3049,직장 내 괴롭힘 대화,야 너는한가한가봐 아닙니다 서요실시간은 있고? 너무 목이타물마 죄송합니다만 입이냐 죄송합니다 도 위아래가있어찬물죄송합니다 뭐드시고싶으세요게 일찍도말요다 너 커피타올?한
3050,갈취 대화,너 뒤지기 싫으면 내일까지 돈 들고와 내가 왜.? 드라마 못봤냐? 우린 깐부잖아 아니 장난치지마 장난치는걸로 보이냐? 내일까지 돈만들어와라 협박하는거야? 신고할거야 신고? 해봐! 학교생활 고통스럽게 해줄게 나 돈타 없어. 부모한테 돈을 받든지 전단지돌리던지 어떻게든 구해와 내일까지 알겠어
3051,직장 내 괴롭힘 대화,한율씨 거 마감 해줘 네 제 마감도 아직 안끝냈는데요 응 근데 내 지금 신랑이 이 앞에 기다리고 있다는데 어쩌지? .조금만 더 기다리라고 하시면아니 미안해 오늘 시어머님 생신 가봐야해 늦으면 나혼나 저도 얼른 집에 가야하는데요 아니 한율씨는 누가 에서 기다리는 사람도 없잖아 그.그래도 마감을 대신 해줄 만큼 한가하지는 않아요 진짜 정떨어지게 구네 서로 힘들때 돕고 사는게 동료 안그래? .근데 대리님 힘든 상황아니잖아요 하 이것봐라 율씨 사무실에서 비호감인데 내 데리고 놀아준거 몰라? 다 싫어해 한율씨 안되겠네 내일부터 사무실 더 살벌하게 다니고 싶어?.. 그냥
3052,갈취 대화,당신 해 가족 내가 가만 둘거 같아? 제발 저하고만 이야기 나눠주세요 2천만원 당장 임 구해와 갑자기 그 돈을 어디서 구해요 그럼 그냥 니네 가족은 다신 못 보는거지 시간을 조금 더 주세요 하루 피리 호각 밖에 못줘 하루는 너무 모자라요 주제 악취 가족 다신 보기 싫구나? 어떻게든 구해올게요
3053,기타 괴롭힘 대화,너 마스크 좀 벗지마라 어 .?왜 .? 눈은 이쁜데 하관 영 무슨 마기꾼도아니고 심각하다 아 . 어쩜 눈은 이쁜데 하관이 무슨 만들다 만 것처럼 그따위로 생겼냐 말 심하잖아 . 뭐가 심해 사실 너 어디가서 절대 마스크 벗지마 사람들 니 얼굴보고 도망간다 .아 살다살다 너처럼 얼굴 매치 안 되는 얼굴 처음 본다 .
3054,기타 괴롭힘 대화,내일까지 레벨 몇 만들어와 응? 나 낼 시험인데 해오라고 안돼. 또 맞고싶냐 아니. 그럼 해와 응. 집가면 사냥감하는 사진 인증해 응.
3055,갈취 대화,아! 운전 똑바로 하셔야죠! 죄송해요잇속걸 어쩌지 차 다 긁혔잖아요! 일단 보험사 부를까요? 내가 한가해보여요? 보험사 기다리게? 그럼 어쩌죠 내가 알아서 수리하게 200만원만 입금해요. 네? 살짝 긁혔는데 200만원이요? 아니 과실잇속 완전히 그 쪽에 있잖아요! 아그럼 어쩔 수 없죠
3056,갈취 대화,나 오늘 집 갈 돈 초저녁 이 원칙 없다 또 시작이네 5만원만 좀 줘라 내가 바로 갚을게 저번에도 이득 이러고 안갚았잖아 이번엔 진짜야 저번에도 진짜라 정가 했짆아 나도 돈 없어 너가 어떻게 부 돈이 없어 돈만 있는 가 진짜 없어 아 진짜 마지막 부탁이야 이번이 잡 진짜 마지막 가운데 3만원만 빌려줄게 진짜 없어 아 알았어
3057,기타 괴롭힘 대화,여보 우리 잠깐 얘기 좀해요. 왜 갑자기 피곤해 죽겠는데 우리 요즘 대화도 많이 없고 부부에 많이 소홀해 진 거 같은데. 너 같으면 일끝나고와서 피곤해 죽겠는데 를 하고 싶겠냐서로 살아보자고. 좋아하니까 사랑하니까 같이 사는 거 잖아요. 그래서 무슨 말이 하고 싶은건데 이제 우리도 슬슬 아이 않을까요 ? 아이? 야 우리 둘이 에 풀칠하며 사는 것도 벅차죽겠어 가 생기면 조금이라도 관계가 회복되지 않을까해서요. 니가 반대로 생각해봐라. 퇴근하고 집 왔는데 살만 뒤룩뒤룩 찌고 관리 안하는 여편내가 들이 좋겠냐? . 무슨 말을 그렇게 해. 나도 집 집안 일하랴. 재택 알바하랴 나름 열심히 사는 인데. 다른 집 마누라들은 그렇게 다 살아도 몸매만 좋고 얼굴 . 참 야 됐다. 나 자러간다.
