idx,class,conversation_ri
3487,기타 괴롭힘 대화,주문하신 아메리카노 법무부 나왔습니다 연인 아가씨 인쇄술 고마워 미스 잘 마실게 근데 아가씨 귀부인 는 애인있어 동정 ? 아뇨 예쁜 아가씨가 애인도 없어서야 이 오빠 각 가 알바끝나고 넘버 따님 술 사랑 사줄게 괜찮아요 에이 넘버 그러지말고 번호 좀 줘 막걸리 봐 싫어요 나 맨날 와서 여기 단골인거 연인 알잖아 요구 알바끝나고 기다리고 있을게 연륜 싫어요 에이 좋으면서
3488,기타 괴롭힘 대화,야 내가 김치찌개 사줄께 가자 오 왠일? 가자 여기 김찌찌개 두 그릇 주세요. 배고프다 먹자. 아우 잘먹었다. 이제 공짜로 나갈일만 남았어 그건 또 뭔소리래 잘 봐둬. 여기 점장님! 어우 김치찌개를 시켰는데 돌멩이가 나왔지 뭡니까? 위생관리가 철저하지 못한가봐요 아니 그럴리가 없는데요. 저희는 날짜에 한 번씩 청소를 해서 위생관리가 철저해서 그런소리를 들었던 적이 없는데요? 그건 다른 사람들 이야기고 저한테서 나왔잖아요. 어떻게 할겁니까. 이대로 보내면 리뷰 1점 주고 최악이었다고 소문 낼꺼에요. 아유 저희는 그런집 아닙니다. 어떻게 해드릴까요? 뭘 어떡하긴요. 먹은거 환불 해주면 되지 아유 죄송합니다 죄송합니다 안녕히 가세요
3489,직장 내 괴롭힘 대화,휴가는 왜 썼나? 아 가족끼리 여행을 좀 가려구요 이 시국에 여행이 가고싶은가? 아 이번달까지 대체휴무 가운데쓰면 날아가는게 아까워서요 사람이 말이야 뭘 그렇게까지 다 챙겨먹고 사나? 네? 부장님도 지난달에 다 쓰셨잖아요 나랑 자네랑 같나? 그건아니지만. 젊은 사람이 눈치껏 이런 것도 가운데쓰고 사무실에 진득하니 붙어있어야 윗사람들이 보기에도 이쁘고 그러는거지 내가 자네 생각하고 하는 말이야 네.
3490,협박 대화,너가 그렇게 잘났어? 니가 먼데 내인생에 참견이야 너가 하도 일을 그렇게 밖에 못하니깐 그런거 아니야 넌 얼마나 잘하는데? 넌 첨부터 잘했어? 난 뭐든지 다 잘해서 욕은 안들어먹어 계속 내 성 건들지마 너희가족 다 죽여버릴거니깐 가족은 건들이지마! 야비하게 뭐하는거야! 야비? 내가 잔인하게 죽여버릴수도있어 뭐라고? 너 제정신이야? 제정신이 아니라서 하는 말이야 협박죄로 고소할테니깐 기다리고있어 너 가만 안둬
3491,기타 괴롭힘 대화,이거 얼마 자두 단골손님 예요? 고객님 얻 요즈음 플러스 이거 못사실텐데 네? 얼마예요? 입어볼께요 동생 안사실꺼면 승객 원가 입어보지 말고 그냥 가세요 제가 살껀지 안살껀지 어떻게 돈 아세요? 이 명예 거 가격이 조력 제명 좀 나가요 지금 돈없어 단골손님 보인다고 비꼬시는거예요? 아니요 ? 그렇게 느끼셨어요? 됐고요 기분나빠서 정가 정말 다신 올 일 없을것 같네요 자두 다음에 오시면 원가 비위 다른거 부지 제목 보여드릴께요
3492,기타 괴롭힘 대화,꺅 재밌지? 재미없어 놀랐잖아 아 새끼가 친구끼리 는거야 친??.것 가지고 장난도 재밌어야 오왜 나는 불쾌해 야 니가 장난바하장난 상대방이 재미 없다는데 등신그래너야말로 아 새끼 너랑 친구 못하것다 쪼잔하게 같이 뭐 꺼져이지새끼야
3493,갈취 대화,영철아 나 돈 좀 빌려줘 형 무슨부시기돈? 내가 돈이 어딨어 그 되면 받은거 있잖아 형 나한테 돈 맡겨놨어? 더는 안돼않으면 이번에 비트코인 보너스 2배그만 갚아줄게 형 정신 좀 차려 아 씨 내놓으라고 죽고싶지 미안 이번엔 안되 다 때려 전에 내놔 형 제발 좀 이제잘로좀 해
3494,기타 괴롭힘 대화,저기 이거봐요. 이거 다 치우고 가셔야죠? 이거 제가 한거 아닌데요. 누가 했든 지금 댁이 여기 있잖아요 아니 저한테 매번 왜 이러시는거죠? 제가 뭘 어떡했는데요? 한테 허드렛일 시키시잖아요 댁 그렇게 느끼는거지 난 그런적 없어요 참 하네요 너무 하면 내 눈에 띄지 아니 그게 무슨 말이에요?
3495,갈취 대화,야 저번에 내 셔츠에 쏟아서 비 100만원 가져오라했지. 어딨어? 뭔 셔츠가 100만원이야 싯팔 뭐? 걍 손세탁하면 되겠구만 뒤질래? 지갑 꺼내나 현금 없음 카드 가져갈거야 빙시나 세탁 줄테니까 좀만 그럼 80 아 도
3496,갈취 대화,야 찐따야 으응.. 30만원 내가 오늘까지 너 갖고오라고 에 미안. 나 교재 살 돈도 빠듯해서 준비 못했어. 장난하냐? 엄마 지갑 훔쳐서라도 들고 왔어야 할거아냐!!! 마지막. 근데 써야 할 곳이 돈이라. 너 미쳤구나? 내가 만만해?정말이따 수업끝나고 남고 싶지? 아니야.! 줄께. 대신 오늘만이야 나중했지 갚는다니깐? 속고만 살았나있는 응. 미안해이야
3497,갈취 대화,어이 거기 나이키. 스탑! . 안 들려? 스탑이라고 스탑! 에스 티 . 오. 피! 일이시죠 내가 이야 인생이 너무 힘들어서 자꾸 화나가거든? 무슨. 그런데 이야 화가 나면 누구를 때리게 돼그런데 지금 당신이 눈 앞에 있네? . 나는 화가 날 때 야 쇼핑을 해. 그럼 . 그런데 지금 돈이 없네? 얼마가 필요하신지. 오 다닐 때 국어 잘했나봐. 바로 알아듣네 내가 역사를 좀 좋아하거든. 신사임당 2장정? 여기 있습니다.
3498,협박 대화,야 제발 한번만 봐주라 됐고 이제 그만 만나자 오늘날 어차피 의미없는 만남 계속 왜 포유 해야 현대 하는데 제발 내가 죽 보존 연대 을죄 내부 를 졌다고! 너 진짜 안받아주면 죽인다. 아 유지 왜 소리를 지르고 그래 진짜 폭행 황소 연대 꺼져 내 무늬 가 뭘 그렇게 잘못했는데 너 요즈음 어디야 내가 지금 죽이러 간다. 진짜 수소 다시는 보지 보유 말자 너 새끼야 어디야 어딘지 개울 알면 구타 뭐 어쩌게 생 미친놈아 이렇게 지불 거죽 원죄 지속성 될 바에 너 죽고 연대 나 암소 죽자. 지금 나 수소 현세 협박 하는거야 벌 ?
3499,협박 대화,!! 여기 지사진 좀봐 무슨 ?사진이요? 난 떳떳해요 여기 사진찍은거 증거 나 없는 새에 짓을 하고 다니셨어 이런아니?! 이렇게 몰래 사진찍는거 불법인거 몰라요? 그건 니가먼저 불륜을 저질럿잖보시 못다리쳐먹은 여편네야 되한쪽증거을아부러뜨려 놓을까? 미안해요 여보. 계속 혼자 있다보니 외로웠어요. 그걸 지금 변명이라고 하는거야!! 당장 일로와 다리 두쪽 다 부러뜨려 놓게! 잘주둥이했어요여편네다신 안그럴게요 못만 살아가지고! 입도 꼬매버려야겠어! 미안해요
3500,기타 괴롭힘 대화,지우개 가루 그만 좀 던져. 안던졌는데? 뭐가? 우리가 뭘. 너 분말 변 분말 가운데 네가 하는거 맞잖아 분말 . 너눼 속 과 하는궈 맞자놔. 앞이나 봐 분말 . 찐따야. 어쩜 저렇게 띨빵하 전부 냐? 분말 안하면 절 안될까? 부탁이야. 응싫어 우리가 절 너 부탁을 왜 들어줘야해. 그만해 변두리 . 구만훼.
3501,협박 대화,왜 이렇게 못해? 죄송합니다. 뭐가 죄송한데? 죄송해요.한먹거리도 안되는 게. 네.? 여기 치면 걸. 한번만 봐준다. 네? . 조심하자 엉? 네.
3502,갈취 대화,어이 아저씨 봐봐 선생님 왜 . 어제도 그냥 가던데 오늘은 . 그걸 어떻게 안돼면 집까지 가야. 선생님 제발요. 부인이랑 들한테 일 당하고 싶지 제발 안돼요. 드릴게요. 지금 당장 300 예. 알겠습니다.
3503,기타 괴롭힘 대화,야 쟤 좀 봐 저러냐? 나보고 하는 소리야? 여기에 너 말고 더 있냐 뒤뚱거리면서 걷는 사람이 사과해 무슨 사과? 너가 이상하게 걸었으면서 내가 왜 를 하냐? 역겹네 너 그렇게 살면 안 야 신경꺼 니 걸음걸이나 수술하세요 저기 병원이나 다니셔서 너 이렇게 안될꺼같니? 너도 살다가 이렇게 될 수 있어예예 도무지 이 안통하네.
3504,협박 대화,수가요 몇 시까지 겁댈 쿵쾅니까? 쿵쾅대.뇨? 잘 저기 없어요. 조용하는 게 좋을 거요. 내집은 아닙니다. 아니긴. 벌써 우리가 몇 번을 참았었는데. 아니라니까요. 시치미떼지 마쇼. 다음엔 가만 있지 않을시끄러워서거야. 됐고 문 닫겠습니다. 또글쎄시끄럽게 하면줄죽을 알아다 또 찾아오면 신고하겠소.
3505,갈취 대화,배가 고프네.봐라야 너 밥좀 사와.저 공부중인데 . 씨벌늠이 지금가 배빙신 고프다고 귀구녕에 반창고 부치고 다니냐? ?에서 이러면 . 쓰벌 뒈지고싶냐? 니가바꾸게 가에누군줄 모르지독서실 .네 네에?? 하 요고 내 알게해조? 모가지 따보까? 내 아니.그게. 일루와.셰키야. 밥이랑 모가지랑 . 가 사오겠습니다.
3506,직장 내 괴롭힘 대화,김 대리 이리 좀 와 봐. 부르셨습니까 과장님. 윽 냄새. 네? 자네는 샤워를 한 달에 한 번밖에 안 하나? 그게 무슨 말씀잡신지. 좀 씻고 다니라고. 일 못하면 단정하게도 하고 다녀야지. 죄 죄송합니다. 자네가 이러면 아래 사원잡 뭘 보고 배우겠나? 정신 좀 차려. 죄송합니다.
3507,직장 내 괴롭힘 대화,김주임 차렷. 네 네. 김주임 넥타이 누가 골랐어? 네? 넥타이요? 김철수 주임은 누가 물으면 꼭 되묻더라? 그래 넥타이. 제가 골랐어요. 나는 이번에도 어머니가 골라준 생산비 알았네? 벼 별로인가요? 아니야 잘 어울려. 김주임 누런 얼굴이랑 잘 어울리네? 팀장님 너무 하시다 하하. 왜 얼굴 가지고 그래요. 두꺼비처럼 잘 생겼구만. 두 두꺼비요? 어? 또 되묻는다. 아하하하.
3508,협박 대화,아니 칼로 협박해야 줄래 그래 니 맘대로 해 부모에게 알린다 난 내놓은 자식 그럼 죽어도 모르겟네 물론이지 그럼 죽어 너부터 죽이고
3509,직장 내 괴롭힘 대화,이와봐 네 부장님 이 서류 내일까지 해와 네? 저 내일 월차 썼습니다 부장말이 만만해? 하라면 해와 죄송하지만 내일 급한 일이 있어서 안됩니다 너 지금 내말 거역한거야? 짤리싶어? 그게 . 그럼 당장해와 넌 처음부터 일하는 태도 맘에 안들었어 제대로해 알겠습니다
3510,기타 괴롭힘 대화,요 글쎄엄마응그 목걸이 이번우리신상 아냐있어 음. 이번 결혼기념일에유미우리 남편이 너무 예쁘다 진주전 이번에 상가 하나 샀다며어우 부럽다. 시댁에서 이번에 엄마는 집이 어디지? 부영아파트요 거기임대아냐? 영기엄마유미남편이랑은 서울대커플이라고 했지? 응 아주 지겹게 만났지깔깔깔 엄마유미 엄마는 어느 학교 나왔어? 엄마 지잡대어머 그게 어딨는거야.?그런데도 다 ?? 영기인데나도 처음너무들어보는 대학. 불쌍해라 어쩐지.
3511,협박 대화,아저씨 제발 살려주세요. 칼만 좀 내려놔주시면. 소리내지마. 소리 내면 찌른다. 아아. 아저씨 원하시는 게 뭐에요. 제가 다 드릴게요. 일단 가만히 있어. 내가 작업할 때까지 가만히 있으면 살려는 줄게. 살려는 주신다니 무슨 말씀이세요. 죄송해요 제가 다 잘못했어요. 소리내면 찌른다고 했지. 가만히 못 있어? 죄송해요 죄송해요. 가만히 있을게요. 다 됐다. 넌 아무 것탄탄 못 본거야. 네. 어디서 허튼 말 했다가는 그 날로 네 목숨 끝일 줄 알아.
3512,갈취 대화,야 치있냐 없어 그럼 만들어 알바를 뛰던가 싫어 왜 너 좀 맞자 아니 왜 치을 줘야 하는데 내가 배고프다고 그럼 너가 사먹어
3513,직장 내 괴롭힘 대화,주말에도 할 일은 다 끝내야지? 아 주말엔 이 있어서요 그럼 일은 개차반으로 하겠다고?아 그건 아닙니다. 그럼 야 개기는거야? 주말에 중요한 약속이 . 회사일은 중요한 일이 ?아닙니다 죄송합니다. 참 회사 개판이다
3514,갈취 대화,너 죽기전에 너 산다 내놔. 싫어. 총으로 맞고서야 재산 주고싶지? 알겠어 그러니 총은 내려놔. 그러니 재산을 내놓으라고. 재산은 안돼. 그럼 총으로 뚫리고 싶어? 알겠아 내 재산을 줄게. 아니 지금 가지 지갑도 내놔 지갑은 진짜 돼.
3515,협박 대화,이거 도와주세요. 난 지금 바빠서 도와줄 시간이 없어. 넌 바쁠 때 항상 바쁜척 하더라 바쁜척 하는 게 아니라 실제로 바빠. 지금까지 놀다가 바쁜척 하는 거 알아 진짜 바쁘다니까. 내 말을 뭘로 알아 니가 평상시에 하는 행동을 보면 매번 그렇더라 니가 미쳤군. 사람 말을 못믿는 걸 보면 너야 말로 진짜 미친 놈이야. 넌 이성을 잃었여. 평상시끝 제정신이 아니었지만.
3516,갈취 대화,야 너 돈 많아보인다 저 없습니다. 없는애가 그렇게 명품을 두르고 다녀? 이거 다 선물받은 것입니다. 지금 돈없어? 예 없습니다. 그럼 그 시계 팔아서 좀 주라 안됩니다. 나 줘봐 지불가 당근에 팔아줄게. 팔리면 너도 좀 줄게 아.
3517,갈취 대화,어유 오랜만입니다한거야여긴 어쩐일로?!무슨일이긴요 돈받으러왔죠 돈은 무슨돈을 말하는거야 당장 여기서 나가 에이 이렇게 나오면 후회할텐데? 후회는 무슨후회학과 나가! 한국대 22학번 사회복지 김서정씨가. 내딸한테돈무슨짓을 ?! 아 따님이셨어요? 그 따님이?저희한테 을 빌렸어요 좀 돈 갚아 이새끼야 어쩐소리야!!
3518,협박 대화,야!!그래너 가를 주도한 사람이 누구뽑아? 나는 몰라. 지금 말하지 않으면 평생 불구로 살아야 할 돼. 잠 말 안할껀테러.?? 진짜 몰라. .그렇게 나오겠다는 거지.?? 그럼 니 딸은.?? 니 딸도 .? 불구로 살아도 말 안하겠네.????? 아.안꺼야.내 딸만은 야!! 얘 딸 손톱 .버려 그래도만!!평생오 말할려구.?? 말할께야
3519,기타 괴롭힘 대화,진용아 내 내 가방 돌려줘 아하하 진용아? 가방 돌려줄까? 노 놀리지마 노 놀리지마 하아. 한숨 쉰 거야? 아 아 아아니야. 아 아 아 아니야? 하하하하 아아. 왜? 정동 나빠?
3520,갈취 대화,야 너 미쳤냐 나 이제 오빠의 그 독단적인 성격 못 참아 못참으면 어쩔건데 헤어져 그럼 그동안 내가 사준 선물값 음식값 여행값 다 내놔 오빠 피리 죄과 진짜 미쳤어? 아니 사람 도둑놈 구 미친건 명사 너 애인 지 넌 그동안 내가 사람 너 위반 간수 같은 것과 어울려 준 감사함을 몰라 왜 그렇게 까지 해야해? 감별 넌 진짜 도둑놈 이구나 그건 심판 법적으로 부 아무 동정 교과 이상 인감 없다고 학문 저 요리 임 범죄가 아니야 반칙 어디 임 재판까지 가? 너 맞아 죽을래? 아님 그냥 돈을 내 시가 납입 도적 놓을래? 지금 나한테 치 양식 뿌리 협박하는거야? 오늘 시가 진지하게 간수 판가름 생각해
3521,직장 내 괴롭힘 대화,최팀장 일로와봐 지 너 대충대충거 내가 이런식으로지었습니다일 장만하지 말랬지 너 이거 나 들킨것만한테해도 몇번이냐 아. 하겠습니다 너 내가 우습지?? 너 진짜 팀이 한 십년 해볼래? 죄송합니다 왜이렇게 빡대가리인거야 제대로 아닙니다 너 나랑 인사팀이랑 친한거알인? 내가 입털면 넌 승진이고 뭐고 짤리지만 않으면 다행네줄알아 죽을 죄를 .
